lat,lon,temp_c,humidity,pressure_mb,windspeed_kph,aqi_index,pm2_5,pm10,co,no2
28.6469,77.316,26.9,65,987.7,3.3,171,70.3,77.5,667,30.1
28.6469,77.316,26.5,66,986.9,3.0,171,70.8,77.1,684,33.3
28.6469,77.316,26.0,69,986.8,2.2,171,72.6,78.5,775,38.4
28.6469,77.316,25.2,73,987.1,2.7,171,83.6,87.3,1025,50.7
28.6469,77.316,24.9,77,987.0,3.2,171,103.4,106.9,1579,69.8
28.6304,77.2177,24.0,71,986.6,3.4,170,129.9,326.0,977,72.7
28.6304,77.2177,23.4,72,986.3,3.5,171,129.0,341.8,882,65.1
28.6304,77.2177,23.2,72,986.2,3.9,171,124.8,359.5,818,57.5
28.6304,77.2177,22.9,73,985.9,4.8,171,120.6,366.9,798,49.5
28.6304,77.2177,22.6,75,986.3,3.9,172,117.1,357.6,810,41.6
28.6304,77.2177,22.9,80,986.5,1.9,172,91.5,170.0,895,26.4
28.6304,77.2177,22.6,81,987.1,2.3,172,89.6,136.4,1143,31.6
28.6304,77.2177,23.5,75,987.7,0.9,172,92.4,119.2,1464,38.5
28.6304,77.2177,23.8,74,988.3,0.5,171,87.1,99.2,1629,42.2
28.6304,77.2177,25.0,70,988.8,1.5,171,78.7,85.2,1493,39.2
28.6304,77.2177,26.3,66,988.9,1.8,171,71.2,82.7,1200,32.9
28.6304,77.2177,27.8,62,988.4,3.9,171,69.4,82.0,953,28.4
28.6304,77.2177,27.7,61,987.7,3.3,171,68.9,78.0,811,27.2
28.6304,77.2177,27.3,61,987.0,4.1,171,69.8,78.0,715,27.8
28.6304,77.2177,27.4,61,986.2,4.6,171,70.3,77.5,685,30.1
28.6304,77.2177,27.0,62,985.5,2.3,171,70.8,77.1,735,33.3
28.6304,77.2177,26.6,64,985.4,1.5,171,72.6,78.5,852,38.4
28.6304,77.2177,25.0,78,985.6,0.4,171,83.6,87.3,1013,50.7
28.6304,77.2177,25.0,75,985.5,1.9,171,103.4,106.9,1227,69.8
28.6304,77.2177,24.4,78,986.3,3.2,172,121.5,124.8,1487,96.3
28.6304,77.2177,24.2,81,986.8,5.1,172,137.8,141.6,1747,117.4
28.5882,77.0494,23.7,72,987.3,4.4,170,110.4,174.6,1713,76.6
28.5882,77.0494,23.3,73,986.9,4.0,170,106.6,175.1,1586,69.4
28.5882,77.0494,23.2,72,986.8,4.3,170,103.6,183.5,1480,61.9
28.5882,77.0494,23.0,72,986.5,5.1,170,102.7,188.1,1413,53.7
28.5882,77.0494,22.5,75,986.9,4.0,170,100.4,184.4,1366,45.3
28.5882,77.0494,22.4,81,987.2,0.7,170,99.0,142.5,1388,39.7
28.5882,77.0494,22.5,80,987.7,4.0,170,102.4,136.0,1572,43.4
28.5882,77.0494,22.6,80,988.2,2.1,170,107.1,133.2,1825,48.0
28.5882,77.0494,23.2,78,988.9,0.4,170,99.9,117.1,1914,48.4
28.5882,77.0494,24.2,73,989.4,1.3,170,85.2,97.8,1682,40.2
28.5882,77.0494,25.8,69,989.5,2.0,170,66.1,79.2,1286,27.8
28.5882,77.0494,27.0,66,989.0,3.9,170,61.0,72.2,968,19.0
28.5882,77.0494,27.1,65,988.3,3.9,169,59.1,66.1,795,16.3
28.5882,77.0494,26.9,65,987.6,4.6,169,58.2,63.8,700,17.3
28.5882,77.0494,26.5,65,986.8,4.3,168,58.7,63.3,718,22.7
28.5882,77.0494,26.2,67,986.2,2.7,168,62.9,66.8,894,33.2
28.5882,77.0494,25.9,69,986.0,3.0,168,67.8,71.7,1184,48.2
28.5882,77.0494,24.6,79,986.3,3.1,168,73.1,73.8,1490,54.5
28.5882,77.0494,24.4,80,986.1,2.2,168,95.0,95.7,1830,77.5
28.5273,77.2618,23.4,72,985.1,5.5,170,110.4,174.6,1463,76.6
28.5273,77.2618,23.0,75,984.9,4.7,170,106.6,175.1,1242,69.4
28.5273,77.2618,22.7,76,984.8,5.5,170,103.6,183.5,1091,61.9
28.5273,77.2618,22.1,79,984.5,6.6,170,102.7,188.1,1059,53.7
28.5273,77.2618,21.8,82,985.0,4.8,170,100.4,184.4,1097,45.3
28.5273,77.2618,21.6,87,985.2,3.6,170,99.0,142.5,1204,39.7
28.5273,77.2618,21.2,90,985.6,2.2,170,102.4,136.0,1476,43.4
28.5273,77.2618,21.8,88,986.2,3.1,170,107.1,133.2,1816,48.0
28.5273,77.2618,22.1,87,986.9,0.2,170,99.9,117.1,1938,48.4
28.5273,77.2618,24.0,80,987.4,0.7,170,85.2,97.8,1630,40.2
28.5273,77.2618,25.0,77,987.5,2.7,170,66.1,79.2,1104,27.8
28.5273,77.2618,25.8,75,987.1,4.8,170,61.0,72.2,702,19.0
28.5273,77.2618,25.8,73,986.5,3.6,169,59.1,66.1,560,16.3
28.5273,77.2618,25.9,69,985.7,3.5,169,58.2,63.8,543,17.3
28.5273,77.2618,25.8,69,985.0,2.6,168,58.7,63.3,589,22.7
28.5273,77.2618,25.5,70,984.2,2.8,168,62.9,66.8,662,33.2
28.5273,77.2618,25.1,75,984.0,1.4,168,67.8,71.7,797,48.2
28.5273,77.2618,24.1,85,984.3,3.6,168,73.1,73.8,1041,54.5
28.5273,77.2618,23.5,90,984.2,3.2,168,95.0,95.7,1490,77.5
28.7041,77.1025,21.9,79,985.8,4.8,171,129.0,341.8,1824,65.1
28.7041,77.1025,21.7,78,985.7,5.8,171,124.8,359.5,1614,57.5
28.7041,77.1025,21.5,78,985.4,6.5,171,120.6,366.9,1390,49.5
28.7041,77.1025,21.4,79,985.7,5.4,172,117.1,357.6,1165,41.6
28.7041,77.1025,21.5,85,986.0,3.9,172,91.5,170.0,1062,26.4
28.7041,77.1025,21.6,88,986.6,2.2,172,89.6,136.4,1202,31.6
28.7041,77.1025,22.1,83,987.2,3.1,172,92.4,119.2,1464,38.5
28.7041,77.1025,22.8,81,987.7,4.0,171,87.1,99.2,1602,42.2
28.7041,77.1025,24.2,74,988.4,3.6,171,78.7,85.2,1476,39.2
28.7041,77.1025,25.9,68,988.4,2.7,171,71.2,82.7,1226,32.9
28.7041,77.1025,27.1,65,987.9,2.1,171,69.4,82.0,1027,28.4
28.7041,77.1025,27.5,63,987.3,2.3,171,68.9,78.0,938,27.2
28.7041,77.1025,27.2,63,986.5,3.1,171,69.8,78.0,900,27.8
28.7041,77.1025,27.2,63,985.7,1.9,171,70.3,77.5,911,30.1
28.7041,77.1025,26.7,65,985.0,2.3,171,70.8,77.1,976,33.3
28.7041,77.1025,26.2,68,984.9,2.5,171,72.6,78.5,1089,38.4
28.7041,77.1025,23.1,87,985.0,1.8,171,83.6,87.3,1239,50.7
28.7041,77.1025,22.9,92,984.9,1.0,171,103.4,106.9,1433,69.8
28.7041,77.1025,23.0,89,985.6,1.6,172,121.5,124.8,1664,96.3
28.7041,77.1025,23.1,86,986.2,3.1,172,137.8,141.6,1889,117.4
28.5562,77.1,23.7,72,984.7,4.4,170,110.4,174.6,1842,76.6
28.5562,77.1,23.3,73,984.3,4.0,170,106.6,175.1,1761,69.4
28.5562,77.1,23.2,72,984.2,4.3,170,103.6,183.5,1648,61.9
28.5562,77.1,23.0,72,983.9,5.1,170,102.7,188.1,1459,53.7
28.5562,77.1,22.5,75,984.3,4.0,170,100.4,184.4,1238,45.3
28.5562,77.1,22.4,81,984.6,0.7,170,99.0,142.5,1162,39.7
28.5562,77.1,22.5,80,985.1,4.0,170,102.4,136.0,1406,43.4
28.5562,77.1,22.6,80,985.6,2.1,170,107.1,133.2,1795,48.0
28.5562,77.1,23.2,78,986.3,0.4,170,99.9,117.1,1981,48.4
28.5562,77.1,24.2,73,986.8,1.3,170,85.2,97.8,1753,40.2
28.5562,77.1,25.8,69,986.9,2.0,170,66.1,79.2,1322,27.8
28.5562,77.1,27.0,66,986.4,3.9,170,61.0,72.2,973,19.0
28.5562,77.1,27.1,65,985.7,3.9,169,59.1,66.1,788,16.3
28.5562,77.1,26.9,65,985.0,4.6,169,58.2,63.8,685,17.3
28.5562,77.1,26.5,65,984.2,4.3,168,58.7,63.3,704,22.7
28.5562,77.1,26.2,67,983.6,2.7,168,62.9,66.8,863,33.2
28.5562,77.1,25.9,69,983.4,3.0,168,67.8,71.7,1145,48.2
28.5562,77.1,24.6,79,983.7,3.1,168,73.1,73.8,1533,54.5
28.6469,77.316,22.1,94,988.4,4.0,180,108.7,121.1,1680,48.5
28.6469,77.316,23.5,88,988.7,5.8,180,91.3,109.0,1351,43.1
28.6469,77.316,25.2,77,988.9,6.4,180,65.4,87.8,1084,34.2
28.6469,77.316,26.9,67,988.9,5.1,180,55.6,72.6,851,23.3
28.6469,77.316,27.9,64,988.3,3.6,179,56.5,73.8,671,14.9
28.6469,77.316,29.0,58,987.4,3.9,179,56.1,76.4,555,10.2
28.6469,77.316,29.9,53,986.6,4.0,179,54.4,76.1,493,8.0
28.6469,77.316,30.1,50,985.9,4.0,178,53.3,76.6,473,8.4
28.6469,77.316,30.4,48,985.6,5.3,178,52.4,82.4,464,11.1
28.6469,77.316,29.5,50,985.5,7.3,178,52.5,91.7,498,16.4
28.6469,77.316,28.5,57,985.7,2.9,177,84.8,120.1,661,37.2
28.6469,77.316,27.5,68,986.0,0.6,177,99.9,139.7,1099,58.4
28.6469,77.316,26.5,71,986.4,2.7,177,117.3,160.2,1667,87.2
28.6469,77.316,25.5,70,987.3,4.9,177,124.8,172.8,1960,102.5
28.6469,77.316,24.9,72,987.4,5.2,176,120.1,183.0,1685,89.0
28.6469,77.316,24.0,81,987.4,4.4,175,114.8,198.8,1412,75.3
28.6304,77.2177,22.6,93,986.6,2.3,177,159.7,162.1,1851,127.1
28.6304,77.2177,22.4,94,986.3,1.1,178,157.4,159.7,1697,123.3
28.6304,77.2177,21.9,93,986.0,1.3,179,97.1,105.0,1530,54.3
28.6304,77.2177,21.7,96,986.3,1.9,179,102.7,112.5,1331,52.0
28.6304,77.2177,22.5,94,987.0,4.8,180,108.7,121.1,1119,48.5
28.6304,77.2177,23.5,89,987.3,5.7,180,91.3,109.0,936,43.1
28.6304,77.2177,25.1,78,987.5,5.9,180,65.4,87.8,798,34.2
28.6304,77.2177,27.1,66,987.6,5.1,180,55.6,72.6,690,23.3
28.6304,77.2177,28.2,60,987.0,4.6,179,56.5,73.8,602,14.9
28.6304,77.2177,29.5,54,986.0,4.6,179,56.1,76.4,529,10.2
28.6304,77.2177,30.3,49,985.2,5.1,179,54.4,76.1,478,8.0
28.6304,77.2177,30.5,47,984.6,5.5,178,53.3,76.6,457,8.4
28.6304,77.2177,30.5,46,984.3,7.1,178,52.4,82.4,472,11.1
28.6304,77.2177,29.6,48,984.1,8.4,178,52.5,91.7,518,16.4
28.6304,77.2177,28.8,54,984.5,5.0,177,84.8,120.1,593,37.2
28.6304,77.2177,27.6,64,984.7,3.0,177,99.9,139.7,716,58.4
28.6304,77.2177,27.0,67,985.1,3.2,177,117.3,160.2,867,87.2
28.6304,77.2177,26.2,68,985.6,4.2,177,126.2,170.0,983,105.1
28.6304,77.2177,25.6,68,986.0,5.0,177,124.8,172.8,1043,102.5
28.6304,77.2177,24.8,71,986.0,5.0,176,120.1,183.0,1067,89.0
28.6304,77.2177,23.9,80,985.9,4.5,175,114.8,198.8,1055,75.3
28.5882,77.0494,22.6,95,987.8,6.3,171,142.5,143.0,1997,114.9
28.5882,77.0494,22.5,95,987.7,5.0,172,141.1,141.6,1863,108.0
28.5882,77.0494,22.4,96,987.4,4.7,172,138.8,139.2,1708,101.5
28.5882,77.0494,22.0,96,987.1,4.1,173,135.5,136.9,1514,96.6
28.5882,77.0494,21.8,97,986.8,2.2,174,128.1,131.8,1299,92.1
28.5882,77.0494,21.6,97,986.6,0.8,174,66.1,88.5,1102,31.5
28.5882,77.0494,21.4,98,986.9,1.4,174,68.9,90.6,936,31.3
28.5882,77.0494,22.0,96,987.6,3.9,173,68.0,94.1,788,30.9
28.5882,77.0494,22.8,93,987.9,5.8,172,59.8,84.5,664,28.9
28.5882,77.0494,24.5,81,988.1,6.2,171,46.4,72.4,568,24.1
28.5882,77.0494,26.4,69,988.3,5.8,170,44.7,95.9,495,17.7
28.5882,77.0494,27.6,62,987.7,5.5,170,46.7,71.0,441,12.8
28.5882,77.0494,29.0,55,986.6,5.0,170,48.8,68.0,392,9.5
28.5882,77.0494,29.8,51,985.9,5.1,169,49.2,66.1,361,7.5
28.5882,77.0494,30.0,49,985.3,5.4,169,49.5,65.2,380,9.2
28.5882,77.0494,29.8,48,985.0,7.2,169,51.8,92.4,457,14.8
28.5882,77.0494,29.0,52,984.8,8.0,169,54.7,81.3,583,24.0
28.5882,77.0494,27.9,58,985.1,5.7,168,85.2,102.9,770,50.2
28.5882,77.0494,26.8,66,985.4,3.8,169,103.8,121.1,1100,76.4
28.5882,77.0494,25.9,70,985.8,4.2,169,124.3,140.6,1489,111.6
28.5882,77.0494,25.1,72,986.2,5.9,169,133.6,149.5,1698,131.5
28.5882,77.0494,24.2,74,986.5,6.8,169,129.0,143.4,1570,121.8
28.5882,77.0494,23.5,77,986.6,6.5,169,117.1,137.4,1260,96.8
28.5882,77.0494,22.7,84,986.6,4.7,169,106.6,160.2,998,74.3
28.5273,77.2618,21.5,99,984.9,2.0,174,128.1,131.8,1961,92.1
28.5273,77.2618,21.0,99,984.5,1.4,174,66.1,88.5,1767,31.5
28.5273,77.2618,21.0,99,984.9,1.5,174,68.9,90.6,1529,31.3
28.5273,77.2618,21.9,96,985.6,5.0,173,68.0,94.1,1269,30.9
28.5273,77.2618,23.1,91,985.9,7.3,172,59.8,84.5,1046,28.9
28.5273,77.2618,24.6,81,986.1,6.5,171,46.4,72.4,883,24.1
28.5273,77.2618,26.0,72,986.2,5.0,170,44.7,95.9,758,17.7
28.5273,77.2618,27.1,67,985.5,3.2,170,46.7,71.0,663,12.8
28.5273,77.2618,28.1,63,984.6,3.0,170,48.8,68.0,581,9.5
28.5273,77.2618,28.7,59,983.9,3.0,169,49.2,66.1,530,7.5
28.5273,77.2618,28.9,57,983.3,2.2,169,49.5,65.2,556,9.2
28.5273,77.2618,29.0,55,983.0,1.9,169,51.8,92.4,641,14.8
28.5273,77.2618,28.8,57,982.7,1.1,169,54.7,81.3,804,24.0
28.5273,77.2618,26.8,70,983.0,4.9,168,85.2,102.9,1150,50.2
28.5273,77.2618,25.4,77,983.2,4.9,169,103.8,121.1,1936,76.4
28.5273,77.2618,22.4,87,984.5,7.2,169,106.6,160.2,1298,74.3
28.7041,77.1025,21.6,97,986.1,3.6,177,159.7,162.1,1711,127.1
28.7041,77.1025,21.6,97,985.7,1.4,178,157.4,159.7,1364,123.3
28.7041,77.1025,21.8,96,985.5,1.5,179,97.1,105.0,1093,54.3
28.7041,77.1025,21.6,98,985.9,1.5,179,102.7,112.5,970,52.0
28.7041,77.1025,22.1,97,986.5,3.8,180,108.7,121.1,924,48.5
28.7041,77.1025,22.8,93,986.7,4.5,180,91.3,109.0,860,43.1
28.7041,77.1025,24.5,81,987.1,5.7,180,65.4,87.8,730,34.2
28.7041,77.1025,26.6,67,987.2,5.6,180,55.6,72.6,583,23.3
28.7041,77.1025,27.9,62,986.5,4.7,179,56.5,73.8,471,14.9
28.7041,77.1025,29.1,55,985.6,5.6,179,56.1,76.4,410,10.2
28.7041,77.1025,29.5,52,984.8,6.4,179,54.4,76.1,383,8.0
28.7041,77.1025,29.7,51,984.2,6.4,178,53.3,76.6,395,8.4
28.7041,77.1025,29.4,51,984.0,7.4,178,52.4,82.4,445,11.1
28.7041,77.1025,28.6,55,983.7,7.7,178,52.5,91.7,533,16.4
28.7041,77.1025,27.5,64,983.9,4.0,177,84.8,120.1,663,37.2
28.7041,77.1025,26.5,71,984.1,3.5,177,99.9,139.7,887,58.4
28.7041,77.1025,25.8,72,984.6,4.7,177,117.3,160.2,1154,87.2
28.7041,77.1025,25.1,73,985.1,6.5,177,126.2,170.0,1313,105.1
28.7041,77.1025,24.4,75,985.4,6.5,177,124.8,172.8,1279,102.5
28.7041,77.1025,23.4,79,985.4,4.9,176,120.1,183.0,1139,89.0
28.7041,77.1025,22.6,86,985.4,5.1,175,114.8,198.8,1000,75.3
28.5562,77.1,22.5,95,985.1,5.0,172,141.1,141.6,1871,108.0
28.5562,77.1,22.4,96,984.8,4.7,172,138.8,139.2,1700,101.5
28.5562,77.1,22.0,96,984.5,4.1,173,135.5,136.9,1552,96.6
28.5562,77.1,21.8,97,984.2,2.2,174,128.1,131.8,1426,92.1
28.5562,77.1,21.6,97,984.0,0.8,174,66.1,88.5,1292,31.5
28.5562,77.1,21.4,98,984.3,1.4,174,68.9,90.6,1130,31.3
28.5562,77.1,22.0,96,985.0,3.9,173,68.0,94.1,960,30.9
28.5562,77.1,22.8,93,985.3,5.8,172,59.8,84.5,811,28.9
28.5562,77.1,24.5,81,985.5,6.2,171,46.4,72.4,691,24.1
28.5562,77.1,26.4,69,985.7,5.8,170,44.7,95.9,591,17.7
28.5562,77.1,27.6,62,985.1,5.5,170,46.7,71.0,515,12.8
28.5562,77.1,29.0,55,984.1,5.0,170,48.8,68.0,461,9.5
28.5562,77.1,29.8,51,983.3,5.1,169,49.2,66.1,429,7.5
28.5562,77.1,30.0,49,982.8,5.4,169,49.5,65.2,426,9.2
28.5562,77.1,29.8,48,982.5,7.2,169,51.8,92.4,437,14.8
28.5562,77.1,29.0,52,982.2,8.0,169,54.7,81.3,475,24.0
28.5562,77.1,27.9,58,982.5,5.7,168,85.2,102.9,587,50.2
28.5562,77.1,26.8,66,982.8,3.8,169,103.8,121.1,847,76.4
28.5562,77.1,25.9,70,983.2,4.2,169,124.3,140.6,1181,111.6
28.5562,77.1,25.1,72,983.6,5.9,169,133.6,149.5,1404,131.5
28.5562,77.1,24.2,74,983.9,6.8,169,129.0,143.4,1430,121.8
28.5562,77.1,23.5,77,984.0,6.5,169,117.1,137.4,1347,96.8
28.5562,77.1,22.7,84,984.0,4.7,169,106.6,160.2,1231,74.3
28.6469,77.316,23.6,80,987.1,4.5,174,109.9,210.9,1194,64.0
28.6469,77.316,23.0,82,986.9,4.2,173,107.8,223.5,978,52.6
28.6469,77.316,22.5,83,986.9,4.4,172,105.7,232.4,825,43.7
28.6469,77.316,22.0,85,987.1,4.7,171,104.8,236.6,742,38.5
28.6469,77.316,21.5,88,987.1,5.5,169,103.6,235.2,722,35.8
28.6469,77.316,21.1,93,987.0,4.3,168,116.4,273.8,801,50.2
28.6469,77.316,21.1,93,987.6,4.8,169,117.3,258.0,1098,51.8
28.6469,77.316,21.6,89,988.4,5.9,169,122.5,237.5,1493,53.4
28.6469,77.316,23.6,77,989.2,3.6,169,117.3,194.6,1664,50.5
28.6469,77.316,26.5,60,989.7,3.6,170,100.4,173.2,1388,38.8
28.6469,77.316,28.8,46,989.7,4.9,171,83.6,151.8,887,22.5
28.6469,77.316,30.2,35,989.1,7.9,171,71.9,119.2,506,10.3
28.6469,77.316,30.9,31,988.2,8.5,172,63.8,102.0,388,4.8
28.6469,77.316,31.2,28,987.4,9.5,172,59.8,100.1,390,3.2
28.6469,77.316,31.1,28,986.8,10.1,172,59.0,108.5,431,6.0
28.6469,77.316,30.6,28,986.5,10.4,172,60.1,124.3,492,15.5
28.6469,77.316,29.9,28,986.4,10.1,172,63.3,138.3,592,29.3
28.6469,77.316,27.7,42,986.6,6.5,172,98.3,195.1,704,42.3
28.6469,77.316,26.2,48,987.0,6.4,173,104.8,209.5,851,44.1
28.6469,77.316,25.1,52,987.2,5.9,173,108.0,224.4,1010,46.5
28.6469,77.316,24.4,54,987.4,6.1,173,109.4,240.3,1083,46.9
28.6469,77.316,24.2,53,987.8,6.7,172,111.8,251.5,1000,44.2
28.6469,77.316,24.0,54,987.8,6.8,172,112.7,253.3,832,39.5
28.6469,77.316,23.4,63,987.6,6.2,172,111.1,244.0,694,34.3
28.6304,77.2177,23.5,79,985.7,4.4,174,109.9,210.9,986,64.0
28.6304,77.2177,22.9,81,985.6,4.4,173,107.8,223.5,880,52.6
28.6304,77.2177,22.0,85,985.5,4.0,172,105.7,232.4,799,43.7
28.6304,77.2177,21.4,89,985.7,4.2,171,104.8,236.6,744,38.5
28.6304,77.2177,20.9,92,985.6,4.3,169,103.6,235.2,714,35.8
28.6304,77.2177,20.6,95,985.6,3.7,168,116.4,273.8,771,50.2
28.6304,77.2177,20.7,95,986.1,3.8,169,117.3,258.0,1029,51.8
28.6304,77.2177,21.2,92,987.0,4.7,169,122.5,237.5,1373,53.4
28.6304,77.2177,23.2,80,987.9,3.1,169,117.3,194.6,1519,50.5
28.6304,77.2177,26.2,63,988.4,3.6,170,100.4,173.2,1269,38.8
28.6304,77.2177,28.7,46,988.4,5.3,171,83.6,151.8,820,22.5
28.6304,77.2177,30.1,35,987.8,8.0,171,71.9,119.2,479,10.3
28.6304,77.2177,30.8,31,987.0,8.8,172,63.8,102.0,377,4.8
28.6304,77.2177,31.1,29,986.0,9.7,172,59.8,100.1,382,3.2
28.6304,77.2177,31.0,28,985.5,10.1,172,59.0,108.5,413,6.0
28.6304,77.2177,30.5,28,985.3,10.2,172,60.1,124.3,443,15.5
28.6304,77.2177,29.9,29,985.0,9.7,172,63.3,138.3,498,29.3
28.6304,77.2177,27.0,50,985.2,5.3,172,98.3,195.1,571,42.3
28.6304,77.2177,25.8,50,985.6,6.0,173,104.8,209.5,682,44.1
28.6304,77.2177,24.6,56,985.8,5.6,173,108.0,224.4,812,46.5
28.6304,77.2177,24.0,56,986.0,5.9,173,109.4,240.3,889,46.9
28.6304,77.2177,23.8,57,986.4,6.0,172,111.8,251.5,874,44.2
28.6304,77.2177,23.2,59,986.4,6.0,172,112.7,253.3,807,39.5
28.6304,77.2177,22.6,66,986.3,5.1,172,111.1,244.0,741,34.3
28.5882,77.0494,22.4,84,986.3,5.0,168,99.0,173.2,862,60.0
28.5882,77.0494,21.9,86,986.1,6.4,167,94.8,159.3,774,48.3
28.5882,77.0494,21.2,90,986.0,6.4,166,92.9,138.8,722,40.1
28.5882,77.0494,20.6,94,986.2,5.2,165,93.4,133.6,698,36.3
28.5882,77.0494,20.4,95,986.2,4.7,164,94.8,135.5,711,36.0
28.5882,77.0494,20.0,99,986.2,4.2,163,104.1,142.0,777,49.5
28.5882,77.0494,20.1,99,986.9,5.5,164,108.0,149.9,972,52.8
28.5882,77.0494,20.5,98,987.6,4.7,165,114.1,157.4,1221,56.6
28.5882,77.0494,22.1,91,988.5,3.6,166,111.5,149.5,1316,54.9
28.5882,77.0494,25.1,72,989.0,3.9,167,95.9,158.3,1110,42.2
28.5882,77.0494,27.8,54,988.9,5.1,168,87.1,257.0,751,23.9
28.5882,77.0494,29.5,40,988.5,7.5,169,71.5,234.7,475,10.2
28.5882,77.0494,30.2,33,987.7,8.8,169,65.4,229.6,372,4.2
28.5882,77.0494,30.5,31,986.7,9.4,170,65.0,237.0,352,2.7
28.5882,77.0494,30.4,31,986.2,9.6,170,65.0,240.3,386,6.5
28.5882,77.0494,30.0,31,985.9,9.5,171,64.3,234.7,493,18.2
28.5882,77.0494,29.1,33,985.7,8.5,171,65.0,199.8,653,35.2
28.5882,77.0494,27.0,46,985.9,7.1,171,96.4,210.9,778,53.0
28.5882,77.0494,25.0,54,986.2,5.8,171,104.3,198.8,830,58.4
28.5882,77.0494,24.0,59,986.4,5.4,171,108.5,207.7,846,65.6
28.5882,77.0494,23.4,60,986.7,5.5,171,110.4,237.0,853,68.6
28.5882,77.0494,22.8,61,987.1,5.4,170,112.2,258.0,865,64.2
28.5882,77.0494,22.0,61,987.0,5.9,170,113.4,273.8,867,55.7
28.5882,77.0494,21.4,68,987.0,5.4,170,112.9,287.8,840,46.9
28.5273,77.2618,22.2,87,984.3,6.0,168,99.0,173.2,989,60.0
28.5273,77.2618,22.0,86,984.0,6.0,167,94.8,159.3,855,48.3
28.5273,77.2618,21.7,86,983.9,6.6,166,92.9,138.8,774,40.1
28.5273,77.2618,21.0,89,984.2,4.7,165,93.4,133.6,690,36.3
28.5273,77.2618,20.7,91,984.2,6.0,164,94.8,135.5,660,36.0
28.5273,77.2618,21.0,94,984.1,8.6,163,104.1,142.0,733,49.5
28.5273,77.2618,21.0,94,984.6,7.5,164,108.0,149.9,1034,52.8
28.5273,77.2618,21.3,93,985.5,8.5,165,114.1,157.4,1439,56.6
28.5273,77.2618,23.0,86,986.4,5.3,166,111.5,149.5,1620,54.9
28.5273,77.2618,25.5,72,987.0,4.4,167,95.9,158.3,1357,42.2
28.5273,77.2618,27.9,54,986.9,5.4,168,87.1,257.0,871,23.9
28.5273,77.2618,29.4,41,986.4,7.3,169,71.5,234.7,501,10.2
28.5273,77.2618,29.9,35,985.6,7.7,169,65.4,229.6,373,4.2
28.5273,77.2618,30.2,34,984.6,8.1,170,65.0,237.0,360,2.7
28.5273,77.2618,30.2,33,984.0,8.6,170,65.0,240.3,423,6.5
28.5273,77.2618,29.7,34,983.8,8.4,171,64.3,234.7,592,18.2
28.5273,77.2618,28.2,42,983.6,6.6,171,65.0,199.8,836,35.2
28.5273,77.2618,25.8,60,983.8,5.1,171,96.4,210.9,1022,53.0
28.5273,77.2618,24.9,58,984.2,5.6,171,104.3,198.8,1104,58.4
28.5273,77.2618,24.1,59,984.4,5.7,171,108.5,207.7,1128,65.6
28.5273,77.2618,23.5,60,984.7,6.5,171,110.4,237.0,1102,68.6
28.5273,77.2618,23.0,60,985.1,7.4,170,112.2,258.0,1000,64.2
28.5273,77.2618,22.9,59,985.0,7.9,170,113.4,273.8,847,55.7
28.5273,77.2618,22.2,66,984.9,6.9,170,112.9,287.8,729,46.9
28.7041,77.1025,22.3,86,985.1,5.4,174,109.9,210.9,887,64.0
28.7041,77.1025,21.5,88,985.0,4.5,173,107.8,223.5,776,52.6
28.7041,77.1025,20.8,90,984.9,4.4,172,105.7,232.4,704,43.7
28.7041,77.1025,20.1,93,985.2,4.4,171,104.8,236.6,667,38.5
28.7041,77.1025,19.8,94,985.0,4.2,169,103.6,235.2,668,35.8
28.7041,77.1025,19.3,97,985.1,4.2,168,116.4,273.8,755,50.2
28.7041,77.1025,19.5,96,985.7,3.7,169,117.3,258.0,1042,51.8
28.7041,77.1025,19.8,93,986.4,4.5,169,122.5,237.5,1415,53.4
28.7041,77.1025,22.2,82,987.4,3.6,169,117.3,194.6,1575,50.5
28.7041,77.1025,25.5,65,987.9,4.1,170,100.4,173.2,1314,38.8
28.7041,77.1025,28.0,50,988.0,5.6,171,83.6,151.8,841,22.5
28.7041,77.1025,29.5,40,987.4,8.0,171,71.9,119.2,480,10.3
28.7041,77.1025,30.2,33,986.6,9.4,172,63.8,102.0,361,4.8
28.7041,77.1025,30.5,31,985.7,9.9,172,59.8,100.1,355,3.2
28.7041,77.1025,30.4,30,985.1,9.9,172,59.0,108.5,399,6.0
28.7041,77.1025,30.0,30,984.9,9.2,172,60.1,124.3,499,15.5
28.7041,77.1025,28.8,34,984.7,7.8,172,63.3,138.3,649,29.3
28.7041,77.1025,26.5,47,984.7,8.2,172,98.3,195.1,764,42.3
28.7041,77.1025,25.1,50,985.1,8.7,173,104.8,209.5,813,44.1
28.7041,77.1025,24.1,53,985.3,7.5,173,108.0,224.4,827,46.5
28.7041,77.1025,23.6,54,985.6,7.0,173,109.4,240.3,819,46.9
28.7041,77.1025,23.0,57,985.9,6.9,172,111.8,251.5,789,44.2
28.7041,77.1025,22.2,60,985.9,6.8,172,112.7,253.3,736,39.5
28.7041,77.1025,21.9,64,985.8,6.8,172,111.1,244.0,676,34.3
28.5562,77.1,22.4,84,983.7,5.0,168,99.0,173.2,1080,60.0
28.5562,77.1,21.9,86,983.5,6.4,167,94.8,159.3,897,48.3
28.5562,77.1,21.2,90,983.4,6.4,166,92.9,138.8,767,40.1
28.5562,77.1,20.6,94,983.6,5.2,165,93.4,133.6,702,36.3
