lat,lon,temp_c,humidity,pressure_mb,windspeed_kph,aqi_index,pm2_5,pm10,co,no2
28.6304,77.2177,21.0,54,984.7,5.2,159,101.0,191.9,926,57.5
28.6304,77.2177,21.0,56,985.6,6.0,160,98.3,196.0,1071,56.5
28.6304,77.2177,22.8,48,986.3,7.8,160,96.4,209.5,1264,54.8
28.6304,77.2177,25.6,39,987.0,3.3,160,87.8,219.3,1317,50.1
28.6304,77.2177,29.4,29,987.5,3.4,160,73.8,231.9,1089,40.0
28.6304,77.2177,32.3,21,987.4,4.8,160,63.8,243.1,721,27.0
28.6304,77.2177,34.0,18,986.5,3.6,160,58.0,265.4,441,16.6
28.6304,77.2177,35.4,16,985.6,2.7,160,55.8,279.4,353,10.9
28.6304,77.2177,36.3,14,984.4,3.6,160,51.5,265.4,353,7.7
28.6304,77.2177,36.8,13,983.3,6.9,160,45.4,231.4,360,6.5
28.6304,77.2177,36.6,13,982.4,10.1,164,39.3,189.1,327,6.4
28.6304,77.2177,36.0,13,982.2,10.1,190,35.5,162.5,299,8.2
28.6304,77.2177,35.2,13,982.0,7.8,203,36.9,148.1,335,13.3
28.6304,77.2177,32.9,19,982.6,6.5,206,45.1,177.4,486,21.7
28.6304,77.2177,31.0,25,982.9,5.3,205,60.3,210.5,700,33.4
28.6304,77.2177,29.5,28,983.4,5.1,197,72.9,226.8,874,42.6
28.6304,77.2177,28.3,34,983.8,5.2,175,80.3,224.4,968,46.7
28.6304,77.2177,27.0,39,983.5,3.9,159,83.8,209.1,1023,48.5
28.6304,77.2177,26.2,40,982.8,4.7,159,83.1,183.0,1061,49.9
28.5882,77.0494,23.9,42,987.4,5.6,340,87.8,304.5,892,61.0
28.5882,77.0494,23.6,42,986.9,6.3,342,90.1,302.7,921,58.4
28.5882,77.0494,23.1,44,986.0,7.2,344,93.8,313.9,947,56.2
28.5882,77.0494,21.9,50,985.6,5.5,348,97.3,325.0,968,54.6
28.5882,77.0494,21.2,52,985.3,5.5,353,98.5,326.0,987,53.4
28.5882,77.0494,21.0,52,985.3,6.2,358,91.3,291.5,995,47.7
28.5882,77.0494,21.3,53,986.2,8.4,362,86.6,275.7,1002,45.4
28.5882,77.0494,22.5,48,986.9,8.9,366,84.5,244.9,997,41.8
28.5882,77.0494,25.4,40,987.5,3.4,360,99.9,493.6,943,36.4
28.5882,77.0494,29.2,30,988.1,3.5,349,94.8,570.0,796,27.4
28.5882,77.0494,32.0,22,988.0,4.9,348,102.7,797.2,599,16.6
28.5882,77.0494,35.7,16,985.1,5.4,369,101.5,972.3,301,3.4
28.5882,77.0494,36.0,16,984.0,8.5,375,85.9,797.2,285,4.5
28.5882,77.0494,35.8,14,983.2,11.2,378,68.7,594.2,299,6.0
28.5882,77.0494,35.3,14,982.9,11.0,375,54.9,429.3,348,9.7
28.5882,77.0494,34.5,15,982.6,8.7,371,44.8,245.9,441,21.7
28.5882,77.0494,32.5,18,983.1,5.6,365,56.9,271.9,613,34.1
28.5882,77.0494,30.8,24,983.5,6.9,361,70.3,283.1,829,51.1
28.5882,77.0494,29.8,27,983.9,7.3,358,84.8,376.3,988,63.5
28.5882,77.0494,28.6,30,984.3,6.2,359,93.1,421.0,1036,66.8
28.5882,77.0494,27.2,36,984.0,5.3,363,89.6,299.9,1028,65.5
28.5882,77.0494,26.6,38,983.3,6.2,360,89.4,233.8,1027,64.2
28.5273,77.2618,23.9,42,985.6,5.1,340,87.8,304.5,1421,61.0
28.5273,77.2618,22.5,48,985.0,4.9,342,90.1,302.7,1257,58.4
28.5273,77.2618,21.3,53,984.2,4.1,344,93.8,313.9,1120,56.2
28.5273,77.2618,20.5,57,983.7,4.0,348,97.3,325.0,1051,54.6
28.5273,77.2618,20.4,57,983.5,4.3,353,98.5,326.0,1008,53.4
28.5273,77.2618,20.0,58,983.5,5.4,358,91.3,291.5,1006,47.7
28.5273,77.2618,19.8,61,984.4,7.4,362,86.6,275.7,1102,45.4
28.5273,77.2618,20.8,56,984.9,6.8,366,84.5,244.9,1238,41.8
28.5273,77.2618,23.8,46,985.6,3.4,360,99.9,493.6,1256,36.4
28.5273,77.2618,27.6,34,986.3,3.9,349,94.8,570.0,1035,27.4
28.5273,77.2618,30.9,24,986.2,4.6,348,102.7,797.2,695,16.6
28.5273,77.2618,35.2,16,983.3,5.3,369,101.5,972.3,345,3.4
28.5273,77.2618,36.0,15,982.2,6.3,375,85.9,797.2,348,4.5
28.5273,77.2618,36.3,14,981.1,8.5,378,68.7,594.2,313,6.0
28.5273,77.2618,36.0,13,980.7,10.9,375,54.9,429.3,287,9.7
28.5273,77.2618,35.0,12,980.6,9.6,371,44.8,245.9,336,21.7
28.5273,77.2618,32.9,17,981.1,8.8,365,56.9,271.9,531,34.1
28.5273,77.2618,31.0,25,981.5,7.9,361,70.3,283.1,801,51.1
28.5273,77.2618,29.5,28,982.0,4.7,358,84.8,376.3,1004,63.5
28.5273,77.2618,28.2,31,982.5,4.7,359,93.1,421.0,1072,66.8
28.5273,77.2618,27.0,35,982.3,4.8,363,89.6,299.9,1073,65.5
28.5273,77.2618,25.7,39,981.5,5.6,360,89.4,233.8,1064,64.2
28.7041,77.1025,24.1,42,986.3,7.1,156,85.7,133.2,751,54.1
28.7041,77.1025,22.9,46,985.7,5.1,157,91.5,144.8,742,53.2
28.7041,77.1025,22.2,48,984.9,5.4,157,97.6,162.1,758,52.9
28.7041,77.1025,21.9,50,984.5,4.3,158,102.9,178.8,811,53.9
28.7041,77.1025,21.4,52,984.3,4.1,159,106.9,193.7,888,55.5
28.7041,77.1025,20.9,54,984.2,5.0,159,101.0,191.9,954,57.5
28.7041,77.1025,21.4,54,985.1,6.5,160,98.3,196.0,1018,56.5
28.7041,77.1025,22.8,49,985.8,8.2,160,96.4,209.5,1070,54.8
28.7041,77.1025,25.4,40,986.6,3.5,160,87.8,219.3,1050,50.1
28.7041,77.1025,29.0,30,987.1,2.6,160,73.8,231.9,900,40.0
28.7041,77.1025,32.0,22,986.9,3.8,160,63.8,243.1,677,27.0
28.7041,77.1025,33.8,19,986.1,3.7,160,58.0,265.4,494,16.6
28.7041,77.1025,35.0,17,985.2,5.1,160,55.8,279.4,395,10.9
28.7041,77.1025,35.7,16,984.1,7.7,160,51.5,265.4,335,7.7
28.7041,77.1025,35.8,16,983.1,9.9,160,45.4,231.4,299,6.5
28.7041,77.1025,35.5,16,982.3,9.8,164,39.3,189.1,269,6.4
28.7041,77.1025,34.8,16,982.0,8.1,190,35.5,162.5,261,8.2
28.7041,77.1025,33.7,19,981.7,8.3,203,36.9,148.1,313,13.3
28.7041,77.1025,31.5,28,982.1,7.2,206,45.1,177.4,474,21.7
28.7041,77.1025,29.9,31,982.5,8.2,205,60.3,210.5,694,33.4
28.7041,77.1025,29.0,32,983.0,7.7,197,72.9,226.8,855,42.6
28.7041,77.1025,27.6,37,983.3,7.2,175,80.3,224.4,895,46.7
28.7041,77.1025,26.5,40,982.9,5.9,159,83.8,209.1,877,48.5
28.7041,77.1025,25.6,42,982.2,6.3,159,83.1,183.0,866,49.9
28.5562,77.1,23.9,42,984.8,5.6,340,87.8,304.5,893,61.0
28.5562,77.1,23.6,42,984.3,6.3,342,90.1,302.7,938,58.4
28.5562,77.1,23.1,44,983.4,7.2,344,93.8,313.9,967,56.2
28.5562,77.1,21.9,50,983.0,5.5,348,97.3,325.0,952,54.6
28.5562,77.1,21.2,52,982.7,5.5,353,98.5,326.0,921,53.4
28.5562,77.1,21.0,52,982.7,6.2,358,91.3,291.5,917,47.7
28.5562,77.1,21.3,53,983.6,8.4,362,86.6,275.7,994,45.4
28.5562,77.1,22.5,48,984.3,8.9,366,84.5,244.9,1097,41.8
28.5562,77.1,25.4,40,984.9,3.4,360,99.9,493.6,1104,36.4
28.5562,77.1,29.2,30,985.5,3.5,349,94.8,570.0,921,27.4
28.5562,77.1,32.0,22,985.5,4.9,348,102.7,797.2,642,16.6
28.5562,77.1,35.7,16,982.6,5.4,369,101.5,972.3,324,3.4
28.5562,77.1,36.0,16,981.5,8.5,375,85.9,797.2,317,4.5
28.5562,77.1,35.8,14,980.7,11.2,378,68.7,594.2,287,6.0
28.5562,77.1,35.3,14,980.4,11.0,375,54.9,429.3,270,9.7
28.5562,77.1,34.5,15,980.1,8.7,371,44.8,245.9,321,21.7
28.5562,77.1,32.5,18,980.6,5.6,365,56.9,271.9,501,34.1
28.5562,77.1,30.8,24,981.0,6.9,361,70.3,283.1,750,51.1
28.5562,77.1,29.8,27,981.4,7.3,358,84.8,376.3,940,63.5
28.5562,77.1,28.6,30,981.8,6.2,359,93.1,421.0,1014,66.8
28.5562,77.1,27.2,36,981.5,5.3,363,89.6,299.9,1029,65.5
28.5562,77.1,26.6,38,980.7,6.2,360,89.4,233.8,1037,64.2
28.6469,77.316,24.5,46,983.7,3.1,159,84.8,182.5,990,51.5
28.6469,77.316,24.0,47,983.0,3.5,159,91.0,187.7,1048,52.9
28.6469,77.316,23.6,48,982.4,3.1,159,98.5,197.0,1112,54.9
28.6469,77.316,23.0,49,982.0,3.6,159,104.3,204.9,1143,58.7
28.6469,77.316,22.4,50,982.1,3.2,159,108.3,205.4,1180,63.1
28.6469,77.316,22.2,51,982.3,1.5,159,105.5,211.4,1314,63.9
28.6469,77.316,22.4,55,983.0,2.0,159,103.1,208.6,1717,63.3
28.6469,77.316,31.2,28,985.7,4.0,160,79.9,220.7,1897,44.3
28.6469,77.316,34.2,20,985.7,6.4,160,63.1,247.7,1078,28.2
28.6469,77.316,36.0,15,985.4,6.4,160,52.2,270.1,459,15.5
28.6469,77.316,37.2,13,984.6,5.1,160,49.0,289.6,279,9.0
28.6469,77.316,38.0,11,983.4,4.0,160,44.2,264.5,299,5.9
28.6469,77.316,38.3,11,982.3,5.6,159,38.3,224.9,336,5.1
28.6469,77.316,38.4,10,981.5,7.5,159,31.5,183.9,293,5.0
28.6469,77.316,37.8,11,981.2,8.9,159,29.7,163.0,267,7.2
28.6469,77.316,36.5,12,981.4,8.6,164,27.4,123.4,365,14.8
28.6469,77.316,34.5,17,981.8,0.6,168,37.8,112.5,735,28.8
28.6469,77.316,33.0,17,982.3,6.1,160,52.3,124.8,1230,47.8
28.6469,77.316,31.1,25,983.2,6.5,158,56.1,150.9,1513,60.0
28.6469,77.316,29.1,31,983.7,6.4,158,59.0,195.6,1364,58.9
28.6469,77.316,28.1,32,983.7,4.0,158,61.5,215.1,1003,50.9
28.6469,77.316,27.1,36,983.3,3.8,157,61.9,210.5,752,43.6
28.6304,77.2177,25.1,43,982.2,4.0,159,84.8,182.5,1083,51.5
28.6304,77.2177,24.5,45,981.7,4.1,159,91.0,187.7,1087,52.9
28.6304,77.2177,24.0,46,981.0,3.6,159,98.5,197.0,1092,54.9
28.6304,77.2177,23.5,47,980.6,2.6,159,104.3,204.9,1069,58.7
28.6304,77.2177,22.8,48,980.7,1.9,159,108.3,205.4,1047,63.1
28.6304,77.2177,22.6,51,980.9,1.0,159,105.5,211.4,1132,63.9
28.6304,77.2177,22.2,55,981.5,1.6,159,103.1,208.6,1495,63.3
28.6304,77.2177,24.0,48,982.4,3.7,160,102.4,195.1,1965,61.9
28.6304,77.2177,31.5,28,984.3,4.8,160,79.9,220.7,1712,44.3
28.6304,77.2177,34.3,20,984.4,6.8,160,63.1,247.7,989,28.2
28.6304,77.2177,36.0,16,984.1,6.5,160,52.2,270.1,441,15.5
28.6304,77.2177,37.3,13,983.3,5.0,160,49.0,289.6,280,9.0
28.6304,77.2177,38.1,11,982.0,4.6,160,44.2,264.5,293,5.9
28.6304,77.2177,38.5,10,980.9,6.7,159,38.3,224.9,322,5.1
28.6304,77.2177,38.3,10,980.2,9.2,159,31.5,183.9,274,5.0
28.6304,77.2177,37.5,11,980.1,12.3,159,29.7,163.0,240,7.2
28.6304,77.2177,36.4,12,980.2,12.5,164,27.4,123.4,341,14.8
28.6304,77.2177,34.8,31,980.4,0.0,168,37.8,112.5,734,28.8
28.6304,77.2177,33.0,16,980.9,4.2,160,52.3,124.8,1260,47.8
28.6304,77.2177,31.2,23,981.7,4.8,158,56.1,150.9,1564,60.0
28.6304,77.2177,29.7,30,982.2,5.2,158,59.0,195.6,1412,58.9
28.6304,77.2177,28.2,32,982.3,4.7,158,61.5,215.1,1037,50.9
28.6304,77.2177,27.2,35,981.9,4.4,157,61.9,210.5,783,43.6
28.5882,77.0494,25.5,41,982.9,5.2,355,91.3,211.9,1057,64.6
28.5882,77.0494,24.1,45,982.2,4.6,350,98.5,210.5,1094,65.0
28.5882,77.0494,23.4,46,981.6,5.0,345,104.8,216.1,1127,65.0
28.5882,77.0494,22.8,49,981.2,2.1,340,110.1,221.7,1140,64.9
28.5882,77.0494,22.5,55,981.3,0.6,335,113.4,225.4,1148,64.5
28.5882,77.0494,22.4,54,981.5,0.7,330,99.4,247.7,1189,50.3
28.5882,77.0494,20.7,62,982.0,0.9,327,91.3,238.0,1337,48.5
28.5882,77.0494,22.2,55,982.9,4.1,325,95.2,339.9,1517,45.7
28.5882,77.0494,26.5,43,984.1,3.0,330,134.6,830.7,1541,40.3
28.5882,77.0494,30.4,33,985.1,5.0,348,126.7,864.3,1264,30.1
28.5882,77.0494,37.5,13,982.7,5.4,377,84.3,821.4,295,1.9
28.5882,77.0494,37.8,12,981.7,7.4,369,64.5,605.4,277,3.6
28.5882,77.0494,37.5,12,981.1,10.8,359,48.4,423.8,263,7.7
28.5882,77.0494,36.5,12,980.9,10.3,350,37.6,282.2,282,14.7
28.5882,77.0494,35.8,13,981.0,6.4,343,31.8,172.8,359,21.9
28.5882,77.0494,33.8,19,980.8,1.9,339,49.9,183.9,541,45.7
28.5882,77.0494,32.3,18,981.3,4.7,334,68.9,206.8,782,78.0
28.5882,77.0494,31.8,17,982.2,6.5,330,76.4,234.7,970,98.4
28.5882,77.0494,30.7,22,982.8,8.1,323,81.3,312.0,1057,95.8
28.5882,77.0494,29.3,28,982.8,7.1,317,81.0,303.6,1091,81.4
28.5882,77.0494,27.8,31,982.5,6.6,317,81.3,285.0,1110,68.0
28.5273,77.2618,24.0,45,980.9,3.2,355,91.3,211.9,1062,64.6
28.5273,77.2618,23.2,49,980.3,2.7,350,98.5,210.5,1051,65.0
28.5273,77.2618,22.5,48,979.7,3.6,345,104.8,216.1,1041,65.0
28.5273,77.2618,21.7,52,979.2,3.6,340,110.1,221.7,1009,64.9
28.5273,77.2618,21.7,52,979.2,1.9,335,113.4,225.4,979,64.5
28.5273,77.2618,21.2,54,979.5,2.3,330,99.4,247.7,1031,50.3
28.5273,77.2618,20.9,59,980.1,2.3,327,91.3,238.0,1299,48.5
28.5273,77.2618,22.8,52,981.1,5.7,325,95.2,339.9,1650,45.7
28.5273,77.2618,26.8,41,982.2,4.6,330,134.6,830.7,1767,40.3
28.5273,77.2618,30.4,32,983.1,4.9,348,126.7,864.3,1418,30.1
28.5273,77.2618,37.2,13,981.0,5.0,377,84.3,821.4,277,1.9
28.5273,77.2618,37.5,12,980.0,5.9,369,64.5,605.4,301,3.6
28.5273,77.2618,37.5,12,979.3,8.3,359,48.4,423.8,266,7.7
28.5273,77.2618,36.8,12,978.9,10.8,350,37.6,282.2,244,14.7
28.5273,77.2618,36.1,12,979.0,11.1,343,31.8,172.8,317,21.9
28.5273,77.2618,33.8,31,979.1,0.8,339,49.9,183.9,572,45.7
28.5273,77.2618,32.2,18,979.4,3.7,334,68.9,206.8,923,78.0
28.5273,77.2618,31.4,18,980.4,7.2,330,76.4,234.7,1191,98.4
28.5273,77.2618,30.0,23,981.0,8.6,323,81.3,312.0,1298,95.8
28.5273,77.2618,28.4,28,981.1,5.8,317,81.0,303.6,1322,81.4
28.5273,77.2618,27.3,31,980.7,5.0,317,81.3,285.0,1319,68.0
28.7041,77.1025,25.0,43,981.7,6.5,159,84.8,182.5,882,51.5
28.7041,77.1025,24.0,46,981.1,4.9,159,91.0,187.7,905,52.9
28.7041,77.1025,24.0,47,980.6,1.3,159,98.5,197.0,947,54.9
28.7041,77.1025,22.7,50,980.2,3.8,159,104.3,204.9,998,58.7
28.7041,77.1025,21.2,54,980.2,3.8,159,108.3,205.4,1068,63.1
28.7041,77.1025,20.9,56,980.3,0.8,159,105.5,211.4,1194,63.9
28.7041,77.1025,20.0,63,981.0,1.7,159,103.1,208.6,1491,63.3
28.7041,77.1025,21.6,56,981.8,4.5,160,102.4,195.1,1844,61.9
28.7041,77.1025,25.6,44,982.9,4.2,160,95.2,204.9,1950,56.7
28.7041,77.1025,29.7,33,983.9,6.0,160,79.9,220.7,1579,44.3
28.7041,77.1025,33.0,24,984.0,7.9,160,63.1,247.7,961,28.2
28.7041,77.1025,35.3,18,983.7,8.3,160,52.2,270.1,484,15.5
28.7041,77.1025,36.7,15,982.8,6.3,160,49.0,289.6,319,9.0
28.7041,77.1025,37.6,12,981.6,5.6,160,44.2,264.5,295,5.9
28.7041,77.1025,38.0,11,980.7,8.6,159,38.3,224.9,293,5.1
28.7041,77.1025,37.5,11,980.0,12.1,159,31.5,183.9,244,5.0
28.7041,77.1025,36.5,12,979.9,12.6,159,29.7,163.0,217,7.2
28.7041,77.1025,35.6,13,979.8,10.4,164,27.4,123.4,296,14.8
28.7041,77.1025,33.5,16,979.9,4.2,168,37.8,112.5,600,28.8
28.7041,77.1025,31.6,23,980.4,7.5,160,52.3,124.8,1010,47.8
28.7041,77.1025,29.8,31,981.1,6.8,158,56.1,150.9,1250,60.0
28.7041,77.1025,28.6,36,981.6,6.5,158,59.0,195.6,1140,58.9
28.7041,77.1025,28.2,36,981.8,7.4,158,61.5,215.1,860,50.9
28.7041,77.1025,27.6,36,981.4,5.8,157,61.9,210.5,669,43.6
28.5562,77.1,25.5,41,980.3,5.2,355,91.3,211.9,1049,64.6
28.5562,77.1,24.1,45,979.6,4.6,350,98.5,210.5,1053,65.0
28.5562,77.1,23.4,46,979.0,5.0,345,104.8,216.1,1060,65.0
28.5562,77.1,22.8,49,978.6,2.1,340,110.1,221.7,1042,64.9
28.5562,77.1,22.5,55,978.7,0.6,335,113.4,225.4,1028,64.5
28.5562,77.1,22.4,54,978.9,0.7,330,99.4,247.7,1110,50.3
28.5562,77.1,20.7,62,979.4,0.9,327,91.3,238.0,1445,48.5
28.5562,77.1,22.2,55,980.3,4.1,325,95.2,339.9,1878,45.7
28.5562,77.1,30.4,33,982.5,5.0,348,126.7,864.3,1644,30.1
28.5562,77.1,37.5,13,980.2,5.4,377,84.3,821.4,296,1.9
28.5562,77.1,37.8,12,979.2,7.4,369,64.5,605.4,308,3.6
28.5562,77.1,37.5,12,978.6,10.8,359,48.4,423.8,265,7.7
28.5562,77.1,36.5,12,978.5,10.3,350,37.6,282.2,243,14.7
28.5562,77.1,35.8,13,978.5,6.4,343,31.8,172.8,331,21.9
28.5562,77.1,33.8,19,978.3,1.9,339,49.9,183.9,656,45.7
28.5562,77.1,32.3,18,978.8,4.7,334,68.9,206.8,1092,78.0
28.5562,77.1,31.8,17,979.7,6.5,330,76.4,234.7,1349,98.4
28.5562,77.1,30.7,22,980.3,8.1,323,81.3,312.0,1234,95.8
28.5562,77.1,29.3,28,980.3,7.1,317,81.0,303.6,942,81.4
28.5562,77.1,27.8,31,980.0,6.6,317,81.3,285.0,763,68.0
28.6469,77.316,26.2,38,983.2,3.1,157,60.3,197.9,763,39.0
28.6469,77.316,25.8,39,982.8,2.3,156,60.8,191.9,883,35.1
28.6469,77.316,25.2,39,982.0,3.7,155,61.5,178.3,975,33.2
28.6469,77.316,25.2,49,982.0,0.4,155,62.9,164.8,973,34.5
28.6469,77.316,24.4,42,981.9,1.5,154,67.3,171.8,944,37.8
28.6469,77.316,23.9,43,982.4,3.1,153,82.9,165.3,949,68.2
28.6469,77.316,23.0,52,983.2,3.3,152,82.9,167.6,1063,65.8
28.6469,77.316,25.0,42,984.0,6.2,152,82.9,174.6,1212,61.8
28.6469,77.316,27.7,33,984.8,4.6,152,76.8,214.7,1236,54.1
28.6469,77.316,31.0,25,985.3,6.1,151,65.0,266.4,1013,39.3
28.6469,77.316,33.3,21,985.5,8.8,151,60.1,368.8,665,20.8
28.6469,77.316,34.8,19,985.2,9.6,151,65.4,478.7,395,7.2
28.6469,77.316,36.0,18,984.4,10.2,151,69.8,529.0,289,2.5
28.6469,77.316,36.6,17,983.7,10.7,151,71.5,545.8,262,2.7
28.6469,77.316,36.8,15,982.6,12.4,152,71.9,562.5,260,4.1
28.6469,77.316,36.2,15,981.9,12.0,153,71.7,571.8,244,4.6
28.6469,77.316,35.8,16,981.5,7.6,154,69.8,536.4,253,6.3
28.6469,77.316,35.2,17,981.2,5.1,160,69.8,470.3,356,12.9
28.6469,77.316,33.7,19,981.3,5.3,168,76.1,463.8,632,24.0
28.6469,77.316,32.1,22,981.7,5.4,175,89.4,463.8,1001,39.3
28.6469,77.316,31.0,25,982.2,5.4,182,98.7,484.3,1290,51.3
28.6469,77.316,29.6,28,982.6,4.5,189,103.6,508.5,1468,56.8
28.6469,77.316,28.2,31,982.5,3.6,195,106.9,504.8,1566,59.0
28.6469,77.316,27.4,35,982.7,2.4,204,114.8,529.0,1502,59.8
28.6304,77.2177,26.8,36,981.8,4.4,157,60.3,197.9,831,39.0
28.6304,77.2177,26.6,36,981.4,2.3,156,60.8,191.9,1000,35.1
28.6304,77.2177,26.1,36,980.7,2.7,155,61.5,178.3,1086,33.2
28.6304,77.2177,25.9,37,980.6,1.6,155,62.9,164.8,963,34.5
28.6304,77.2177,25.2,38,980.6,1.9,154,67.3,171.8,756,37.8
28.6304,77.2177,24.1,39,981.1,4.2,153,82.9,165.3,639,68.2
28.6304,77.2177,23.7,45,981.9,4.5,152,82.9,167.6,738,65.8
28.6304,77.2177,24.9,39,982.5,5.7,152,82.9,174.6,927,61.8
28.6304,77.2177,27.5,33,983.4,5.2,152,76.8,214.7,1003,54.1
28.6304,77.2177,30.6,25,983.9,6.7,151,65.0,266.4,838,39.3
28.6304,77.2177,32.8,22,984.2,9.7,151,60.1,368.8,560,20.8
28.6304,77.2177,34.5,20,983.9,10.3,151,65.4,478.7,343,7.2
28.6304,77.2177,35.8,19,983.2,11.4,151,69.8,529.0,259,2.5
28.6304,77.2177,36.3,17,982.4,11.4,151,71.5,545.8,236,2.7
28.6304,77.2177,36.5,15,981.5,12.5,152,71.9,562.5,236,4.1
28.6304,77.2177,36.0,16,980.6,10.0,153,71.7,571.8,230,4.6
28.6304,77.2177,35.8,16,980.0,6.8,154,69.8,536.4,246,6.3
28.6304,77.2177,35.0,17,979.9,6.1,160,69.8,470.3,330,12.9
28.6304,77.2177,33.7,19,980.0,4.8,168,76.1,463.8,532,24.0
28.6304,77.2177,32.0,22,980.3,4.9,175,89.4,463.8,801,39.3
28.6304,77.2177,30.5,25,980.7,4.6,182,98.7,484.3,1029,51.3
28.6304,77.2177,29.5,28,981.1,4.6,189,103.6,508.5,1221,56.8
28.6304,77.2177,29.1,29,981.2,1.7,195,106.9,504.8,1372,59.0
28.6304,77.2177,28.0,31,981.4,1.5,204,114.8,529.0,1364,59.8
28.5882,77.0494,26.5,35,982.4,5.3,320,78.9,264.5,1142,59.9
28.5882,77.0494,25.7,37,981.9,5.1,323,77.3,251.5,1159,52.8
28.5882,77.0494,25.1,37,981.3,5.1,325,75.4,237.0,1107,46.9
28.5882,77.0494,24.4,39,981.1,4.7,326,74.5,221.7,916,42.5
28.5882,77.0494,24.3,38,981.2,5.8,326,77.1,282.2,657,39.2
28.5882,77.0494,22.9,40,981.6,4.9,329,85.9,199.8,490,75.6
28.5882,77.0494,22.1,47,982.5,5.1,327,88.9,334.3,524,66.3
28.5882,77.0494,23.3,44,983.1,6.5,332,120.1,756.2,651,53.1
28.5273,77.2618,26.5,36,980.5,1.4,320,78.9,264.5,1318,59.9
28.5273,77.2618,25.5,36,980.0,4.5,323,77.3,251.5,1291,52.8
28.5273,77.2618,24.4,40,979.3,3.6,325,75.4,237.0,1203,46.9
28.5273,77.2618,23.8,41,979.1,3.6,326,74.5,221.7,985,42.5
28.5273,77.2618,23.4,42,979.1,4.3,326,77.1,282.2,706,39.2
28.5273,77.2618,23.6,40,979.5,5.5,329,85.9,199.8,549,75.6
28.5273,77.2618,23.4,45,980.4,4.9,327,88.9,334.3,653,66.3
28.5273,77.2618,25.2,37,981.3,8.5,332,120.1,756.2,877,53.1
28.7041,77.1025,26.5,38,981.3,4.6,157,60.3,197.9,704,39.0
28.7041,77.1025,26.0,37,980.9,5.5,156,60.8,191.9,829,35.1
28.7041,77.1025,25.6,38,980.2,3.8,155,61.5,178.3,895,33.2
28.7041,77.1025,25.0,39,980.1,2.4,155,62.9,164.8,813,34.5
28.7041,77.1025,23.9,41,980.1,1.5,154,67.3,171.8,672,37.8
28.7041,77.1025,22.4,44,980.6,5.2,153,82.9,165.3,593,68.2
28.7041,77.1025,21.6,50,981.3,7.0,152,82.9,167.6,668,65.8
28.7041,77.1025,22.9,46,981.9,7.3,152,82.9,174.6,805,61.8
28.7041,77.1025,26.5,37,983.0,6.8,152,76.8,214.7,851,54.1
28.7041,77.1025,29.5,29,983.5,7.9,151,65.0,266.4,705,39.3
28.7041,77.1025,31.8,26,983.9,10.3,151,60.1,368.8,468,20.8
28.7041,77.1025,33.8,23,983.6,11.8,151,65.4,478.7,286,7.2
28.7041,77.1025,35.0,22,982.9,12.7,151,69.8,529.0,221,2.5
28.7041,77.1025,35.8,19,982.1,11.2,151,71.5,545.8,211,2.7
28.7041,77.1025,35.8,17,981.2,11.2,152,71.9,562.5,215,4.1
28.7041,77.1025,35.5,17,980.3,9.4,153,71.7,571.8,202,4.6
28.7041,77.1025,35.0,18,979.7,8.7,154,69.8,536.4,202,6.3
28.7041,77.1025,34.5,19,979.5,7.8,160,69.8,470.3,266,12.9
28.7041,77.1025,32.0,24,979.5,7.2,168,76.1,463.8,448,24.0
28.7041,77.1025,30.8,24,979.9,6.9,175,89.4,463.8,693,39.3
28.7041,77.1025,30.0,26,980.2,6.0,182,98.7,484.3,884,51.3
28.7041,77.1025,28.7,30,980.7,8.0,189,103.6,508.5,996,56.8
28.7041,77.1025,27.4,33,980.7,4.6,195,106.9,504.8,1054,59.0
28.7041,77.1025,26.0,37,980.9,5.7,204,114.8,529.0,1012,59.8
28.5562,77.1,26.5,35,979.8,5.3,320,78.9,264.5,875,59.9
28.5562,77.1,25.7,37,979.3,5.1,323,77.3,251.5,1101,52.8
28.5562,77.1,25.1,37,978.8,5.1,325,75.4,237.0,1204,46.9
28.5562,77.1,24.4,39,978.5,4.7,326,74.5,221.7,1023,42.5
28.5562,77.1,24.3,38,978.6,5.8,326,77.1,282.2,718,39.2
28.5562,77.1,22.9,40,979.0,4.9,329,85.9,199.8,531,75.6
28.5562,77.1,22.1,47,979.9,5.1,327,88.9,334.3,619,66.3
28.5562,77.1,23.3,44,980.5,6.5,332,120.1,756.2,824,53.1
28.6469,77.316,26.9,33,982.7,4.4,223,120.6,534.6,1146,60.8
28.6469,77.316,26.4,34,982.4,6.4,243,118.0,508.5,628,60.3
28.6469,77.316,25.5,36,982.2,9.2,262,113.4,556.9,255,55.6
28.6469,77.316,24.9,38,982.3,13.0,285,114.6,698.5,168,42.6
28.6469,77.316,23.4,34,983.1,13.5,314,132.7,847.5,227,25.3
28.6469,77.316,22.4,33,984.1,11.7,350,132.2,782.3,317,14.4
28.6469,77.316,22.0,38,985.1,10.4,382,122.5,700.4,434,15.9
28.6469,77.316,22.9,34,986.0,8.9,408,116.6,612.8,583,17.7
28.6469,77.316,24.9,29,987.1,8.7,426,112.0,579.3,660,17.9
28.6469,77.316,27.2,24,987.8,11.3,441,101.3,551.3,598,14.8
28.6469,77.316,28.7,21,988.1,13.6,453,75.7,439.6,464,9.9
28.6469,77.316,30.2,18,987.9,11.8,456,63.8,402.3,356,6.2
